combined_recipe,combined_ingredients
"Ham Egg Tomato Fried Rice (Omelette Rice) Steps: 1) Break 3 eggs in a bowl and scoop out 1 egg yolk. 2) Add the egg yolk to the rice and mix well. 3) Add a suitable amount of salt and pepper to the 2 eggs left and beat well. 4) Fry the eggs on an oiled pan to make a simple omelette and set aside. 5) On a heated oiled pan, add onions, tomato cubes and ham. Fry them and set them aside. 6) Fried Rice: Add rice and fry with high heat, after that add some green onions and soy sauce to taste. 7) Add 3 tbsps of tomato sauce into the fried rice and mix well. 8) Add in the fried onions, tomato cubes and ham and mix well. 9) On a bowl, lie the omelette flat and add the fried rice into the bowl. 10) Ham egg tomato fried rice (Omelette rice) is done! Ingredients: 2 bowls white rice (leftover rice), 1 tomato (peeled, cut into cubes), 3 tbsps tomato sauce, 1 onion (cut into cubes), 1 stalk green onion, 3 eggs, 1 tbsp soy sauce, salt and pepper to taste","2 bowls white rice (leftover rice), 1 tomato (peeled, cut into cubes), 3 tbsps tomato sauce, 1 onion (cut into cubes), 1 stalk green onion, 3 eggs, 1 tbsp soy sauce, salt and pepper to taste, mexican"
"Thai Stir-Fry Chicken And Vegetables Steps: 1) Heat oil until hot, over medium-high heat (not smoking though). Add the garlic and ginger. Immediately, add the chicken. Cook, stirring constantly until cooked. 2) Add veggies and sauces, water and chili flakes and sugar (I always taste it before adding the sugar in case it’s not needed). 3) Continue to stir fry until the vegetables are cooked through but still somewhat firm. 4) Stir in handful of chopped coriander. 5) Garnish with a wedge or two of lime. Ingredients: assorted vegetables, broccoli, green onion, yellow onion, bok choy, etc (your choice, cut into bite sized pieces), 1 lb chicken, cut in bite sized pieces, 1/4 cup fresh coriander, chopped, 3 garlic cloves, smashed with the side of a knife and chopped finely, 1 tablespoon ginger paste, 1 tablespoon chili flakes, 3 tablespoons vegetable oil, 1 tablespoon fish sauce, 2 tablespoons thai soy sauce, 2 tablespoons thai oyster sauce, 1/3 teaspoon sugar, 1/4 cup water, lime (for garnish)","assorted vegetables, broccoli, green onion, yellow onion, bok choy, etc (your choice, cut into bite sized pieces), 1 lb chicken, cut in bite sized pieces, 1/4 cup fresh coriander, chopped, 3 garlic cloves, smashed with the side of a knife and chopped finely, 1 tablespoon ginger paste, 1 tablespoon chili flakes, 3 tablespoons vegetable oil, 1 tablespoon fish sauce, 2 tablespoons thai soy sauce, 2 tablespoons thai oyster sauce, 1/3 teaspoon sugar, 1/4 cup water, lime (for garnish), thai"
"Singapore Pork And Onion Stir-Fry (Chinese) Steps: 1) Slice onions. Set aside. 2) Slice pork against the grain into thin, matchbox-sized pieces. 3) Place in large bowl. Marinate with sauces, sugar and sesame oil. 4) Mix well. Leave for 15-60 minutes to marinate. 5) Heat frying pan / wok with 2 tablespoons of oil. 6) Stir-fry onions on low fire, till soft and fragrant. 7) Add pork. Stir 2 tablespoons of water in your marinade bowl and pour into pan (so there's more gravy). 8) Cook over medium heat. 9) Serve with rice. Ingredients: 400 g boneless pork loin, 1 onion (large), 3/4 tablespoon light soya sauce, 1 1/2 tablespoons dark soya sauce, 3/4 tablespoon oyster sauce, 1/2 teaspoon sugar, 1/2 teaspoon cornstarch, 1/4 teaspoon ground black pepper, 1/2 teaspoon sesame oil","400 g boneless pork loin, 1 onion (large), 3/4 tablespoon light soya sauce, 1 1/2 tablespoons dark soya sauce, 3/4 tablespoon oyster sauce, 1/2 teaspoon sugar, 1/2 teaspoon cornstarch, 1/4 teaspoon ground black pepper, 1/2 teaspoon sesame oil, chinese"
"Singapore Chicken Noodles Steps: 1) Heat the oil in a wok and stir-fry the chicken, pepper and baby sweetcorn. Add the chicken broth and stir until chicken is cooked through. 2) Add the eggs and stir until scrambled. 3) Add the cilantro, soy sauce, noodles, sesame oil and Tabasco. 4) Garnish with a handful of coriander to serve. Ingredients: 1 teaspoon olive oil, 2 chicken breasts, cut into strips, 1 red bell pepper, cut into strips, 4 baby corn, 1/2 cup chicken broth, 2 eggs, beaten, 2 tablespoons fresh cilantro, chopped, 2 teaspoons soy sauce, 3 ounces egg noodles (cooked according to packet instructions), 1 tablespoon sesame oil, 1 dash Tabasco sauce","1 teaspoon olive oil, 2 chicken breasts, cut into strips, 1 red bell pepper, cut into strips, 4 baby corn, 1/2 cup chicken broth, 2 eggs, beaten, 2 tablespoons fresh cilantro, chopped, 2 teaspoons soy sauce, 3 ounces egg noodles (cooked according to packet instructions), 1 tablespoon sesame oil, 1 dash Tabasco sauce, chinese"
"Singapore Stir-Fried Noodles Steps: 1) cover noodles with warn water and soak until soft, about 15 minutes, drain and set aside. 2) heat nonstick skillet over medium heat, pour in eggs and swirl to form thin layer on bottom. flip eggs and cook other side briefly. cut omelette into thin strips and set aside. 3) heat 2 teaspoons oil in large nonstick skillet or wok over high heat. add shrimp and stir fry for 1 minute. add barbecued pork and celery and stir fry for 1 minute. remove from heat and stir in green onions and egg strips. remove mixture from pan. 4) heat remaining 2 teaspoons oil in same pan over medium heat. add curry powder and stir for 20 seconds. add noodles and toss well. add thickened stock and soy sauce ans stir to mix well. cover and cook 2 minutes. 5) add shrimp and pork mixture, mix well and cook over med-high heat until moisture is completely absorbed. add bean sprouts and toss to mix. 6) garnish with cilantro and season with freshly ground pepper if desired. 7) serve immediately. Ingredients: 1/2 lb rice stick noodles (dry), 2 eggs, beaten, 4 teaspoons canola oil, divided, 1/3 lb small raw shrimp, shelled, 1/4 barbecued pork, cut in thin strips, 3/4 cup celery, thinly sliced on the diagonal, 1/2 cup green onion, chopped, 2 tablespoons curry powder, 1 cup quick thickened stock (see my recipe for stock), 1 tablespoon soy sauce, 2 cups bean sprouts, tightly packed, 1 tablespoon cilantro, chopped, black pepper, to taste","1/2 lb rice stick noodles (dry), 2 eggs, beaten, 4 teaspoons canola oil, divided, 1/3 lb small raw shrimp, shelled, 1/4 barbecued pork, cut in thin strips, 3/4 cup celery, thinly sliced on the diagonal, 1/2 cup green onion, chopped, 2 tablespoons curry powder, 1 cup quick thickened stock (see my recipe for stock), 1 tablespoon soy sauce, 2 cups bean sprouts, tightly packed, 1 tablespoon cilantro, chopped, black pepper, to taste, vietnamese"
"Singapore Teochew Duck Steps: 1) For Chili Sauce: Blend all ingredients in a blender or m& p, season to taste with sugar and salt and add a little water to dilute if necessary. 2) The taste will vary considerably depending on the chiles. 3) I use sambal oelek instead. 4) Combine sugar and 1 T water in small saucepan and stir over low heat until sugar dissolves. 5) Increase heat and boil without stirring until medium caramel colour. 6) Remove from heat and carefully add 1 cup water (mixture will spit). 7) Stir over heat until smooth. 8) Transfer mixture to heavy pan large enough to hold duck (roasting pan is good), as close as possible to a single layer, add 5-spice powder, garlic, galangal, sugar syrup, soy sauces, star anise and cinnamon. 9) Add enough water to come about half way up the duck pieces. 10) Bring to simmer and skim any scum that comes to the surface. 11) Braise duck on low simmer for about 1 to 1 1/2 hours. 12) Remove duck from liquid and refrigerate. 13) Defat the liquid (cooled overnight is best). 14) Return sauce to heat and reduce until syrupy. 15) Take all the skin off duck, reserve. 16) (See note below). 17) Take meat off the duck, chop into bite size pieces, add it to the reheated sauce, and serve the whole lot on a platter. 18) Chili sauce is served alongside, with steamed rice. 19) Notes: I salt the skin and broil them until crispy, chop them up and sprinkle over the platter with chopped green onions. 20) Recipe works fine with breasts too. 21) Leave the duck in the pot with the liquid while refrigerating overnight. 22) Then defat. 23) add duck meat to sauce while reducing (about halfway through). 24) If you wait until syrupy, there is very little liquid left. Ingredients: 5 lbs duck hindquarters, rinsed and dried,skin on (can use a whole duck cut into pieces or breasts), 1/2 teaspoon five-spice powder, 4 ounces galangal, peeled and sliced, 1/4 cup sugar, 3 cloves garlic, chopped, 2 star anise, 1 cinnamon stick, 1 tablespoon dark soy sauce, 2 tablespoons light soy sauce, chili sauce (or use sambal oelek), 6 fresh hot red chilies, 2 cloves garlic, 1/3 cup rice vinegar, green onion, garnish","5 lbs duck hindquarters, rinsed and dried,skin on (can use a whole duck cut into pieces or breasts), 1/2 teaspoon five-spice powder, 4 ounces galangal, peeled and sliced, 1/4 cup sugar, 3 cloves garlic, chopped, 2 star anise, 1 cinnamon stick, 1 tablespoon dark soy sauce, 2 tablespoons light soy sauce, chili sauce (or use sambal oelek), 6 fresh hot red chilies, 2 cloves garlic, 1/3 cup rice vinegar, green onion, garnish, chinese"
"Singapore Fried Noodles - Simplified And Improved For 2008 Steps: 1) PREPARATION. 2) Boil noodles until cooked but still firm - approx 3 minutes. 3) Drain and rinse with cold water, then refrigerate. 4) Beat eggs and stir fry/scramble. Set aside. 5) Blanch bean sprouts, water chestnuts and corn. Set aside. 6) Mix chicken broth, soy sauce, sugar and chili oil in a bowl. Set aside. 7) STIR FRY. 8) Add 2 tbsp oil to large frying pan (heat on high). 9) Add onion, garlic, ginger and stir fry until onion is translucent. 10) Add bean sprouts, water chestnuts and corn. 11) Stir-fry on high heat for 2 minutes. 12) Add sauce and continue cooking about three minutes. 13) Remove to holding bowl. 14) Turn heat down to medium and add remaining oil. 15) Add curry powder, stirring to mix with oil. 16) Add noodles and toss to coat and heat them. 17) Add vegetables and eggs and toss. 18) Turn heat down to low and cook for a couple minutes. Ingredients: 200 g instant stir-fry noodles, 4 eggs, 340 g fresh bean sprouts, 2 (227 ml) cans water chestnuts, 1 (400 ml) can of whole baby corn, 1 medium onion, Chopped Finely, 2 teaspoons minced garlic, 2 teaspoons minced ginger, 1 tablespoon curry powder, 6 tablespoons oil, 1 (8 ounce) can chicken broth, 1 tablespoon soy sauce, 1 teaspoon sugar, 1 teaspoon chili oil","200 g instant stir-fry noodles, 4 eggs, 340 g fresh bean sprouts, 2 (227 ml) cans water chestnuts, 1 (400 ml) can of whole baby corn, 1 medium onion, Chopped Finely, 2 teaspoons minced garlic, 2 teaspoons minced ginger, 1 tablespoon curry powder, 6 tablespoons oil, 1 (8 ounce) can chicken broth, 1 tablespoon soy sauce, 1 teaspoon sugar, 1 teaspoon chili oil, chinese"
"Singapore Spare Ribs Steps: 1) In a large glass bowl combine the sesame oil, ginger, garlic, soy sauce, rice wine, five spice powder, honey, sambal oelek and salt. Mix well. 2) Add the pork spare ribs and stir until the ribs are totally coated in the marinade. 3) Cover and refrigerate overnight or for at least 4 hours so they absorb the flavors of the marinade. 4) Preheat the oven to 350°F. 5) Place the ribs and marinade into an oiled baking dish (line the baking dish with thick foil to make washing up easier) and cook for 50-60 minutes, turning and basting with pan juices every 15 minutes. 6) If the marinade begins to burn, add a few tablespoons of warm water to the pan during cooking. 7) Scatter the chopped green onions over the spare ribs and serve with wedges of lemon and steamed rice. Ingredients: 2 teaspoons sesame oil, 1 teaspoon fresh ginger, finely chopped, 3 garlic cloves, crushed, 2 tablespoons soy sauce, 2 tablespoons chinese rice wine, 1/2 teaspoon five-spice powder, 2 tablespoons honey, 1 teaspoon sambal oelek, 1/2 teaspoon salt, 3 lbs pork spareribs, cut into individual ribs (ask your butcher to do this), 1 tablespoon green onion, chopped, 2 lemons, cut into wedges","2 teaspoons sesame oil, 1 teaspoon fresh ginger, finely chopped, 3 garlic cloves, crushed, 2 tablespoons soy sauce, 2 tablespoons chinese rice wine, 1/2 teaspoon five-spice powder, 2 tablespoons honey, 1 teaspoon sambal oelek, 1/2 teaspoon salt, 3 lbs pork spareribs, cut into individual ribs (ask your butcher to do this), 1 tablespoon green onion, chopped, 2 lemons, cut into wedges, chinese"
"Singapore Chile Crabs Steps: 1) Blend garlic, ginger, dried chile, dried shrimp in a blender to form a smooth paste. 2) Stir-fry the paste in 30 tbsp of hot corn oil til fragrant. 3) Transfer to a deep bowl. 4) Clean crabs and cut each into 4-6 pieces. 5) Crack the claws with a pestle. 6) Stir-fy 10 tsp of minced garlic in 20 tbsp of hot corn oil till fragrant. 7) Add crabs and stir-fry for about 10 minute. 8) Cover and cook for another minute. 9) Uncover and stir briskly once more. 10) Add in 1/2 cup of water, light soya sauce and 20 tbsp of the paste. 11) Stir well and cover for 10 minutes. 12) Thicken the gravy with 10 tbsp of cornflour solution. 13) Whip egg and stir into the chilli crabs and bring to a boil. 14) Serve with rice or bread. Ingredients: 1 kg fresh crab, 8 dried red chilies, 2 onions, 4 garlic cloves, 1 egg, 150 g dried shrimp, 1/2 tablespoon cornflour, 10 tablespoons tomato ketchup, 1 tablespoon light soya sauce, 1 piece ginger, sliced, corn oil, minced garlic","1 kg fresh crab, 8 dried red chilies, 2 onions, 4 garlic cloves, 1 egg, 150 g dried shrimp, 1/2 tablespoon cornflour, 10 tablespoons tomato ketchup, 1 tablespoon light soya sauce, 1 piece ginger, sliced, corn oil, minced garlic, chinese"
"Singapore Noodles With Red-Roasted Pork Steps: 1) Trim any fat from the pork fillet. 2) In a bowl mix together all the marinade ingredients and coat the pork and marinade for 2 hours. Preheat the oven to 220°C/425°F/gas7. Lift pork onto a rack resting over a foil lined roasting tin and roast for 10 minutes. Lower oven temp to 180°C/350°F/gas4 and cook for a further 15 minutes, basting occasionally. 3) Cook noodles according to packet instructions, drain well and toss with sesame oil and set aside. Cut the red-roasted pork into thin slices. 4) Heat a wok or large frying pan and add groundnut oil. When very hot, add garlic and spring onions and stir fry for 30 seconds. Add chillies, green pepper and mushrooms and stir fry for 1-2 minutes. 5) Stir in soy sauce, yellow bean sauce, sherry, caster sugar and seasoning to taste. 6) Bring just to the boil and cook, stirring frequently for 2-3 minutes. Add noodles and sliced pork and toss over high heat for 1-2 minutes until piping hot. Ingredients: 450 g pork fillets, 250 g dried egg noodles, 2 teaspoons sesame oil, 2 tablespoons peanut oil, 2 chopped garlic cloves, 6 chopped spring onions, 2 deseeded and finely chopped green chilies, 1 deseeded and sliced green pepper, 8 trimmed and quartered closed cup mushrooms, 2 tablespoons dark soy sauce, 2 tablespoons yellow bean sauce (Sharwoods), 2 tablespoons dry sherry, 2 teaspoons caster sugar, 1 inch grated fresh ginger or 1 tablespoon lazy ginger, 1 crushed garlic clove, 1 tablespoon hoisin sauce, 1 tablespoon dark soy sauce, 1 teaspoon soft light brown sugar, 1/2 teaspoon five-spice powder, 1 tablespoon sunflower oil, 4 drops red food coloring, 1 tablespoon runny honey","450 g pork fillets, 250 g dried egg noodles, 2 teaspoons sesame oil, 2 tablespoons peanut oil, 2 chopped garlic cloves, 6 chopped spring onions, 2 deseeded and finely chopped green chilies, 1 deseeded and sliced green pepper, 8 trimmed and quartered closed cup mushrooms, 2 tablespoons dark soy sauce, 2 tablespoons yellow bean sauce (Sharwoods), 2 tablespoons dry sherry, 2 teaspoons caster sugar, 1 inch grated fresh ginger or 1 tablespoon lazy ginger, 1 crushed garlic clove, 1 tablespoon hoisin sauce, 1 tablespoon dark soy sauce, 1 teaspoon soft light brown sugar, 1/2 teaspoon five-spice powder, 1 tablespoon sunflower oil, 4 drops red food coloring, 1 tablespoon runny honey, chinese"
